date,desc,amount,currency,cat,subcat
2025-01-22,Simulated expense for Retail Purchases - Clothes,-158.83,USD,Retail Purchases,Clothes
2025-01-18,Simulated expense for Retail Purchases - Other,-36.37,USD,Retail Purchases,Other
2025-01-29,Simulated expense for Retail Purchases - Other,-13.94,USD,Retail Purchases,Other
2025-01-07,Simulated expense for Retail Purchases - Other,-31.39,USD,Retail Purchases,Other
2025-01-22,Simulated expense for Personal Care - Personal Grooming,-27.24,USD,Personal Care,Personal Grooming
2025-01-24,Simulated expense for Leisure and Activities in Real Life - Movies,-12.0,USD,Leisure and Activities in Real Life,Movies
2025-01-26,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-11.13,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2025-02-19,Simulated expense for Food & Dining - Groceries,-19.17,USD,Food & Dining,Groceries
2025-02-27,Simulated expense for Food & Dining - Groceries,-18.92,USD,Food & Dining,Groceries
2025-02-15,Simulated expense for Food & Dining - Groceries,-87.17,USD,Food & Dining,Groceries
2025-02-17,Simulated expense for Food & Dining - Groceries,-131.67,USD,Food & Dining,Groceries
2025-02-01,Simulated expense for Food & Dining - Groceries,-117.27,USD,Food & Dining,Groceries
2025-02-11,Simulated expense for Food & Dining - Groceries,-139.29,USD,Food & Dining,Groceries
2025-02-03,Simulated expense for Food & Dining - Groceries,-10.58,USD,Food & Dining,Groceries
2025-02-19,Simulated expense for Food & Dining - Restaurants,-108.45,USD,Food & Dining,Restaurants
2025-02-12,Simulated expense for Food & Dining - Restaurants,-121.97,USD,Food & Dining,Restaurants
2025-02-04,Simulated expense for Food & Dining - Restaurants,-117.73,USD,Food & Dining,Restaurants
2025-02-11,Simulated expense for Food & Dining - Coffee,-5.67,USD,Food & Dining,Coffee
2025-02-18,Simulated expense for Food & Dining - Coffee,-12.9,USD,Food & Dining,Coffee
2025-02-17,Simulated expense for Food & Dining - Coffee,-14.09,USD,Food & Dining,Coffee
2025-02-26,Simulated expense for Food & Dining - Coffee,-9.03,USD,Food & Dining,Coffee
2025-02-17,Simulated expense for Food & Dining - Coffee,-2.58,USD,Food & Dining,Coffee
2025-02-18,Simulated expense for Food & Dining - Coffee,-7.17,USD,Food & Dining,Coffee
2025-02-22,Simulated expense for Food & Dining - Coffee,-7.62,USD,Food & Dining,Coffee
2025-02-18,Simulated expense for Food & Dining - Coffee,-6.69,USD,Food & Dining,Coffee
2025-02-19,Simulated expense for Food & Dining - Coffee,-12.34,USD,Food & Dining,Coffee
2025-02-24,Simulated expense for Food & Dining - Coffee,-14.21,USD,Food & Dining,Coffee
2025-02-23,Simulated expense for Food & Dining - Coffee,-6.05,USD,Food & Dining,Coffee
2025-02-20,Simulated expense for Food & Dining - Coffee,-10.06,USD,Food & Dining,Coffee
2025-02-21,Simulated expense for Food & Dining - Coffee,-8.09,USD,Food & Dining,Coffee
2025-02-07,Simulated expense for Food & Dining - Coffee,-11.02,USD,Food & Dining,Coffee
2025-02-03,Simulated expense for Food & Dining - Coffee,-8.39,USD,Food & Dining,Coffee
2025-02-24,Simulated expense for Food & Dining - Coffee,-10.77,USD,Food & Dining,Coffee
2025-02-13,Simulated expense for Food & Dining - Coffee,-12.86,USD,Food & Dining,Coffee
2025-02-25,Simulated expense for Food & Dining - Coffee,-14.22,USD,Food & Dining,Coffee
2025-02-16,Simulated expense for Food & Dining - Coffee,-13.72,USD,Food & Dining,Coffee
2025-02-24,Simulated expense for Food & Dining - Coffee,-5.16,USD,Food & Dining,Coffee
2025-02-02,Simulated expense for Food & Dining - Coffee,-14.85,USD,Food & Dining,Coffee
2025-02-18,Simulated expense for Food & Dining - Coffee,-4.69,USD,Food & Dining,Coffee
2025-02-26,Simulated expense for Food & Dining - Coffee,-8.62,USD,Food & Dining,Coffee
2025-02-08,Simulated expense for Food & Dining - Coffee,-10.59,USD,Food & Dining,Coffee
2025-02-23,Simulated expense for Food & Dining - Coffee,-6.97,USD,Food & Dining,Coffee
2025-02-23,Simulated expense for Food & Dining - Coffee,-7.19,USD,Food & Dining,Coffee
2025-02-23,Simulated expense for Food & Dining - Coffee,-6.8,USD,Food & Dining,Coffee
2025-02-16,Simulated expense for Food & Dining - Coffee,-13.34,USD,Food & Dining,Coffee
2025-02-17,Simulated expense for Food & Dining - Coffee,-5.13,USD,Food & Dining,Coffee
2025-02-16,Simulated expense for Food & Dining - Coffee,-10.68,USD,Food & Dining,Coffee
2025-02-26,Simulated expense for Food & Dining - Coffee,-5.28,USD,Food & Dining,Coffee
2025-02-15,Simulated expense for Food & Dining - Takeout,-34.58,USD,Food & Dining,Takeout
2025-02-13,Simulated expense for Food & Dining - Takeout,-14.36,USD,Food & Dining,Takeout
2025-02-05,Simulated expense for Food & Dining - Takeout,-15.81,USD,Food & Dining,Takeout
2025-02-11,Simulated expense for Food & Dining - Takeout,-37.6,USD,Food & Dining,Takeout
2025-02-03,Simulated expense for Food & Dining - Takeout,-9.97,USD,Food & Dining,Takeout
2025-02-05,Simulated expense for Food & Dining - Takeout,-42.87,USD,Food & Dining,Takeout
2025-02-14,Simulated expense for Food & Dining - Takeout,-34.91,USD,Food & Dining,Takeout
2025-02-07,Simulated expense for Food & Dining - Takeout,-34.57,USD,Food & Dining,Takeout
2025-02-05,Simulated expense for Food & Dining - Takeout,-16.61,USD,Food & Dining,Takeout
2025-02-06,Simulated expense for Food & Dining - Takeout,-13.9,USD,Food & Dining,Takeout
2025-02-12,Simulated expense for Food & Dining - Takeout,-12.04,USD,Food & Dining,Takeout
2025-02-08,Simulated expense for Food & Dining - Takeout,-29.37,USD,Food & Dining,Takeout
2025-02-23,Simulated expense for Utilities - Electricity and Water and Gas,-70.89,USD,Utilities,Electricity and Water and Gas
2025-02-02,Simulated expense for Utilities - Electricity and Water and Gas,-66.45,USD,Utilities,Electricity and Water and Gas
2025-02-15,Simulated expense for Utilities - Internet and Mobile,-53.54,USD,Utilities,Internet and Mobile
2025-02-09,Simulated expense for Accommodation - Accommodation,-985.91,USD,Accommodation,Accommodation
2025-02-11,Simulated expense for Incoming P2P Transfers - Incoming Money,222.12,USD,Incoming P2P Transfers,Incoming Money
2025-02-14,Simulated expense for Incoming P2P Transfers - Incoming Money,382.05,USD,Incoming P2P Transfers,Incoming Money
2025-02-09,Simulated expense for Incoming P2P Transfers - Incoming Money,367.9,USD,Incoming P2P Transfers,Incoming Money
2025-02-28,Simulated expense for Incoming P2P Transfers - Incoming Money,601.13,USD,Incoming P2P Transfers,Incoming Money
2025-02-24,Simulated expense for Cash Withdrawal - Cash Withdrawal,-26.77,USD,Cash Withdrawal,Cash Withdrawal
2025-02-07,Simulated expense for Cash Withdrawal - Cash Withdrawal,-197.86,USD,Cash Withdrawal,Cash Withdrawal
2025-02-03,Simulated expense for Cash Withdrawal - Cash Withdrawal,-82.37,USD,Cash Withdrawal,Cash Withdrawal
2025-02-12,Simulated expense for Cash Deposit - Cash Deposit,-284.65,USD,Cash Deposit,Cash Deposit
2025-02-19,Simulated expense for Transportation - Fuel,-17.13,USD,Transportation,Fuel
2025-02-03,Simulated expense for Transportation - Fuel,-26.07,USD,Transportation,Fuel
2025-02-03,Simulated expense for Transportation - Taxi,-16.61,USD,Transportation,Taxi
2025-02-18,Simulated expense for Transportation - Taxi,-14.64,USD,Transportation,Taxi
2025-02-04,Simulated expense for Transportation - Taxi,-12.12,USD,Transportation,Taxi
2025-02-26,Simulated expense for Transportation - Taxi,-10.52,USD,Transportation,Taxi
2025-02-17,Simulated expense for Transportation - Taxi,-11.34,USD,Transportation,Taxi
2025-02-20,Simulated expense for Transportation - Taxi,-10.89,USD,Transportation,Taxi
2025-02-10,Simulated expense for Transportation - Taxi,-19.85,USD,Transportation,Taxi
2025-02-09,Simulated expense for Transportation - Taxi,-19.2,USD,Transportation,Taxi
2025-02-13,Simulated expense for Transportation - Taxi,-19.8,USD,Transportation,Taxi
2025-02-06,Simulated expense for Transportation - Public Transportation,-9.98,USD,Transportation,Public Transportation
2025-02-12,Simulated expense for Transportation - Public Transportation,-25.9,USD,Transportation,Public Transportation
2025-02-04,Simulated expense for Transportation - Public Transportation,-42.52,USD,Transportation,Public Transportation
2025-02-20,Simulated expense for Healthcare - Medications,-14.96,USD,Healthcare,Medications
2025-02-26,Simulated expense for Retail Purchases - Clothes,-219.07,USD,Retail Purchases,Clothes
2025-02-13,Simulated expense for Retail Purchases - Technology Items,-64.44,USD,Retail Purchases,Technology Items
2025-02-02,Simulated expense for Retail Purchases - Technology Items,-97.69,USD,Retail Purchases,Technology Items
2025-02-07,Simulated expense for Retail Purchases - Technology Items,-91.12,USD,Retail Purchases,Technology Items
2025-02-11,Simulated expense for Retail Purchases - Other,-136.0,USD,Retail Purchases,Other
2025-02-06,Simulated expense for Retail Purchases - Other,-55.95,USD,Retail Purchases,Other
2025-02-08,Simulated expense for Leisure and Activities in Real Life - Movies,-18.48,USD,Leisure and Activities in Real Life,Movies
2025-02-16,Simulated expense for Leisure and Activities in Real Life - Concerts,-89.96,USD,Leisure and Activities in Real Life,Concerts
2025-02-17,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-6.2,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2025-02-15,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-16.63,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2025-02-28,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-10.7,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2025-02-27,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-12.96,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2025-02-03,Simulated expense for Online Subscriptions & Services - Cloud Server Payments,-52.73,USD,Online Subscriptions & Services,Cloud Server Payments
2025-03-26,Simulated expense for Food & Dining - Groceries,-118.58,USD,Food & Dining,Groceries
2025-03-06,Simulated expense for Food & Dining - Groceries,-140.7,USD,Food & Dining,Groceries
2025-03-29,Simulated expense for Food & Dining - Groceries,-101.4,USD,Food & Dining,Groceries
2025-03-30,Simulated expense for Food & Dining - Groceries,-46.31,USD,Food & Dining,Groceries
2025-03-12,Simulated expense for Food & Dining - Groceries,-26.72,USD,Food & Dining,Groceries
2025-03-15,Simulated expense for Food & Dining - Groceries,-116.9,USD,Food & Dining,Groceries
2025-03-24,Simulated expense for Food & Dining - Restaurants,-175.22,USD,Food & Dining,Restaurants
2025-03-08,Simulated expense for Food & Dining - Restaurants,-40.39,USD,Food & Dining,Restaurants
2025-03-25,Simulated expense for Food & Dining - Restaurants,-45.18,USD,Food & Dining,Restaurants
2025-03-10,Simulated expense for Food & Dining - Restaurants,-109.76,USD,Food & Dining,Restaurants
2025-03-19,Simulated expense for Food & Dining - Restaurants,-24.45,USD,Food & Dining,Restaurants
2025-03-05,Simulated expense for Food & Dining - Restaurants,-168.33,USD,Food & Dining,Restaurants
2025-03-06,Simulated expense for Food & Dining - Coffee,-2.42,USD,Food & Dining,Coffee
2025-03-22,Simulated expense for Food & Dining - Coffee,-2.96,USD,Food & Dining,Coffee
2025-03-28,Simulated expense for Food & Dining - Coffee,-10.75,USD,Food & Dining,Coffee
2025-03-03,Simulated expense for Food & Dining - Coffee,-9.55,USD,Food & Dining,Coffee
2025-03-12,Simulated expense for Food & Dining - Coffee,-13.84,USD,Food & Dining,Coffee
2025-03-27,Simulated expense for Food & Dining - Coffee,-10.43,USD,Food & Dining,Coffee
2025-03-19,Simulated expense for Food & Dining - Coffee,-2.39,USD,Food & Dining,Coffee
2025-03-24,Simulated expense for Food & Dining - Coffee,-5.24,USD,Food & Dining,Coffee
2025-03-06,Simulated expense for Food & Dining - Coffee,-12.01,USD,Food & Dining,Coffee
2025-03-25,Simulated expense for Food & Dining - Coffee,-11.39,USD,Food & Dining,Coffee
2025-03-30,Simulated expense for Food & Dining - Coffee,-11.99,USD,Food & Dining,Coffee
2025-03-27,Simulated expense for Food & Dining - Coffee,-12.78,USD,Food & Dining,Coffee
2025-03-01,Simulated expense for Food & Dining - Coffee,-2.86,USD,Food & Dining,Coffee
2025-03-05,Simulated expense for Food & Dining - Coffee,-11.41,USD,Food & Dining,Coffee
2025-03-07,Simulated expense for Food & Dining - Coffee,-12.94,USD,Food & Dining,Coffee
2025-03-18,Simulated expense for Food & Dining - Coffee,-7.23,USD,Food & Dining,Coffee
2025-03-15,Simulated expense for Food & Dining - Coffee,-10.29,USD,Food & Dining,Coffee
2025-03-22,Simulated expense for Food & Dining - Coffee,-2.4,USD,Food & Dining,Coffee
2025-03-18,Simulated expense for Food & Dining - Coffee,-13.19,USD,Food & Dining,Coffee
2025-03-10,Simulated expense for Food & Dining - Coffee,-3.54,USD,Food & Dining,Coffee
2025-03-14,Simulated expense for Food & Dining - Coffee,-12.61,USD,Food & Dining,Coffee
2025-03-09,Simulated expense for Food & Dining - Coffee,-13.1,USD,Food & Dining,Coffee
2025-03-23,Simulated expense for Food & Dining - Coffee,-10.51,USD,Food & Dining,Coffee
2025-03-19,Simulated expense for Food & Dining - Coffee,-14.22,USD,Food & Dining,Coffee
2025-03-19,Simulated expense for Food & Dining - Coffee,-8.62,USD,Food & Dining,Coffee
2025-03-07,Simulated expense for Food & Dining - Coffee,-12.02,USD,Food & Dining,Coffee
2025-03-03,Simulated expense for Food & Dining - Coffee,-5.2,USD,Food & Dining,Coffee
2025-03-24,Simulated expense for Food & Dining - Takeout,-11.5,USD,Food & Dining,Takeout
2025-03-04,Simulated expense for Food & Dining - Takeout,-28.73,USD,Food & Dining,Takeout
2025-03-25,Simulated expense for Food & Dining - Takeout,-28.55,USD,Food & Dining,Takeout
2025-03-14,Simulated expense for Food & Dining - Takeout,-41.01,USD,Food & Dining,Takeout
2025-03-22,Simulated expense for Food & Dining - Takeout,-44.37,USD,Food & Dining,Takeout
2025-03-26,Simulated expense for Food & Dining - Takeout,-37.56,USD,Food & Dining,Takeout
2025-03-21,Simulated expense for Food & Dining - Takeout,-46.58,USD,Food & Dining,Takeout
2025-03-24,Simulated expense for Food & Dining - Takeout,-33.0,USD,Food & Dining,Takeout
2025-03-07,Simulated expense for Utilities - Electricity and Water and Gas,-202.28,USD,Utilities,Electricity and Water and Gas
2025-03-08,Simulated expense for Accommodation - Accommodation,-1099.85,USD,Accommodation,Accommodation
2025-03-19,Simulated expense for Incoming P2P Transfers - Incoming Money,875.08,USD,Incoming P2P Transfers,Incoming Money
2025-03-11,Simulated expense for Incoming P2P Transfers - Incoming Money,671.63,USD,Incoming P2P Transfers,Incoming Money
2025-03-04,Simulated expense for Incoming P2P Transfers - Incoming Money,881.92,USD,Incoming P2P Transfers,Incoming Money
2025-03-21,Simulated expense for Incoming P2P Transfers - Incoming Money,590.62,USD,Incoming P2P Transfers,Incoming Money
2025-03-16,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-235.01,USD,Outgoing P2P Transfers,Outgoing Money
2025-03-29,Simulated expense for Cash Withdrawal - Cash Withdrawal,-144.19,USD,Cash Withdrawal,Cash Withdrawal
2025-03-29,Simulated expense for Cash Withdrawal - Cash Withdrawal,-48.45,USD,Cash Withdrawal,Cash Withdrawal
2025-03-21,Simulated expense for Transportation - Fuel,-30.74,USD,Transportation,Fuel
2025-03-12,Simulated expense for Transportation - Fuel,-28.97,USD,Transportation,Fuel
2025-03-30,Simulated expense for Transportation - Fuel,-17.21,USD,Transportation,Fuel
2025-03-17,Simulated expense for Transportation - Fuel,-20.83,USD,Transportation,Fuel
2025-03-11,Simulated expense for Transportation - Fuel,-19.52,USD,Transportation,Fuel
2025-03-30,Simulated expense for Transportation - Fuel,-34.85,USD,Transportation,Fuel
2025-03-27,Simulated expense for Transportation - Fuel,-20.43,USD,Transportation,Fuel
2025-03-04,Simulated expense for Transportation - Fuel,-30.59,USD,Transportation,Fuel
2025-03-04,Simulated expense for Transportation - Taxi,-14.78,USD,Transportation,Taxi
2025-03-26,Simulated expense for Transportation - Taxi,-11.51,USD,Transportation,Taxi
2025-03-04,Simulated expense for Transportation - Taxi,-16.5,USD,Transportation,Taxi
2025-03-26,Simulated expense for Transportation - Taxi,-17.87,USD,Transportation,Taxi
2025-03-13,Simulated expense for Transportation - Taxi,-14.43,USD,Transportation,Taxi
2025-03-18,Simulated expense for Transportation - Taxi,-14.06,USD,Transportation,Taxi
2025-03-29,Simulated expense for Transportation - Public Transportation,-31.6,USD,Transportation,Public Transportation
2025-03-10,Simulated expense for Transportation - Public Transportation,-35.65,USD,Transportation,Public Transportation
2025-03-27,Simulated expense for Transportation - Public Transportation,-10.32,USD,Transportation,Public Transportation
2025-03-23,Simulated expense for Transportation - Public Transportation,-43.41,USD,Transportation,Public Transportation
2025-03-19,Simulated expense for Transportation - Public Transportation,-35.08,USD,Transportation,Public Transportation
2025-03-07,Simulated expense for Healthcare - Health Insurance,-345.91,USD,Healthcare,Health Insurance
2025-03-07,Simulated expense for Healthcare - Medications,-12.86,USD,Healthcare,Medications
2025-03-06,Simulated expense for Retail Purchases - Clothes,-293.34,USD,Retail Purchases,Clothes
2025-03-04,Simulated expense for Retail Purchases - Clothes,-96.27,USD,Retail Purchases,Clothes
2025-03-07,Simulated expense for Personal Care - Personal Grooming,-21.56,USD,Personal Care,Personal Grooming
2025-03-31,Simulated expense for Personal Care - Personal Grooming,-24.61,USD,Personal Care,Personal Grooming
2025-03-10,Simulated expense for Leisure and Activities in Real Life - Concerts,-62.99,USD,Leisure and Activities in Real Life,Concerts
2025-03-10,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-7.97,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2025-03-15,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-14.92,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2025-04-10,Simulated expense for Food & Dining - Groceries,-27.06,USD,Food & Dining,Groceries
2025-04-02,Simulated expense for Food & Dining - Groceries,-84.71,USD,Food & Dining,Groceries
2025-04-22,Simulated expense for Food & Dining - Groceries,-50.08,USD,Food & Dining,Groceries
2025-04-05,Simulated expense for Food & Dining - Groceries,-113.82,USD,Food & Dining,Groceries
2025-04-16,Simulated expense for Food & Dining - Groceries,-79.73,USD,Food & Dining,Groceries
2025-04-25,Simulated expense for Food & Dining - Groceries,-31.8,USD,Food & Dining,Groceries
2025-04-22,Simulated expense for Food & Dining - Groceries,-117.29,USD,Food & Dining,Groceries
2025-04-25,Simulated expense for Food & Dining - Groceries,-106.29,USD,Food & Dining,Groceries
2025-04-08,Simulated expense for Food & Dining - Restaurants,-196.65,USD,Food & Dining,Restaurants
2025-04-23,Simulated expense for Food & Dining - Restaurants,-60.64,USD,Food & Dining,Restaurants
2025-04-21,Simulated expense for Food & Dining - Restaurants,-198.78,USD,Food & Dining,Restaurants
2025-04-25,Simulated expense for Food & Dining - Coffee,-4.15,USD,Food & Dining,Coffee
2025-04-05,Simulated expense for Food & Dining - Coffee,-10.97,USD,Food & Dining,Coffee
2025-04-01,Simulated expense for Food & Dining - Coffee,-13.29,USD,Food & Dining,Coffee
2025-04-14,Simulated expense for Food & Dining - Coffee,-11.89,USD,Food & Dining,Coffee
2025-04-27,Simulated expense for Food & Dining - Coffee,-9.16,USD,Food & Dining,Coffee
2025-04-24,Simulated expense for Food & Dining - Coffee,-7.54,USD,Food & Dining,Coffee
2025-04-21,Simulated expense for Food & Dining - Coffee,-10.22,USD,Food & Dining,Coffee
2025-04-01,Simulated expense for Food & Dining - Coffee,-10.98,USD,Food & Dining,Coffee
2025-04-28,Simulated expense for Food & Dining - Coffee,-4.59,USD,Food & Dining,Coffee
2025-04-24,Simulated expense for Food & Dining - Coffee,-4.83,USD,Food & Dining,Coffee
2025-04-29,Simulated expense for Food & Dining - Coffee,-12.36,USD,Food & Dining,Coffee
2025-04-30,Simulated expense for Food & Dining - Coffee,-2.96,USD,Food & Dining,Coffee
2025-04-18,Simulated expense for Food & Dining - Coffee,-14.18,USD,Food & Dining,Coffee
2025-04-09,Simulated expense for Food & Dining - Coffee,-13.88,USD,Food & Dining,Coffee
2025-04-30,Simulated expense for Food & Dining - Coffee,-4.81,USD,Food & Dining,Coffee
2025-04-30,Simulated expense for Food & Dining - Coffee,-5.74,USD,Food & Dining,Coffee
2025-04-08,Simulated expense for Food & Dining - Coffee,-12.04,USD,Food & Dining,Coffee
2025-04-22,Simulated expense for Food & Dining - Coffee,-10.52,USD,Food & Dining,Coffee
2025-04-19,Simulated expense for Food & Dining - Takeout,-12.11,USD,Food & Dining,Takeout
2025-04-13,Simulated expense for Food & Dining - Takeout,-45.46,USD,Food & Dining,Takeout
2025-04-30,Simulated expense for Food & Dining - Takeout,-46.58,USD,Food & Dining,Takeout
2025-04-28,Simulated expense for Utilities - Electricity and Water and Gas,-273.91,USD,Utilities,Electricity and Water and Gas
2025-04-01,Simulated expense for Utilities - Electricity and Water and Gas,-132.54,USD,Utilities,Electricity and Water and Gas
2025-04-19,Simulated expense for Incoming P2P Transfers - Incoming Money,180.9,USD,Incoming P2P Transfers,Incoming Money
2025-04-12,Simulated expense for Incoming P2P Transfers - Incoming Money,999.29,USD,Incoming P2P Transfers,Incoming Money
2025-04-24,Simulated expense for Incoming P2P Transfers - Incoming Money,589.29,USD,Incoming P2P Transfers,Incoming Money
2025-04-19,Simulated expense for Incoming P2P Transfers - Incoming Money,188.91,USD,Incoming P2P Transfers,Incoming Money
2025-04-28,Simulated expense for Cash Withdrawal - Cash Withdrawal,-98.62,USD,Cash Withdrawal,Cash Withdrawal
2025-04-16,Simulated expense for Cash Withdrawal - Cash Withdrawal,-114.05,USD,Cash Withdrawal,Cash Withdrawal
2025-04-18,Simulated expense for Cash Withdrawal - Cash Withdrawal,-148.28,USD,Cash Withdrawal,Cash Withdrawal
2025-04-02,Simulated expense for Cash Deposit - Cash Deposit,-446.62,USD,Cash Deposit,Cash Deposit
2025-04-30,Simulated expense for Cash Deposit - Cash Deposit,-37.03,USD,Cash Deposit,Cash Deposit
2025-04-20,Simulated expense for Transportation - Fuel,-17.6,USD,Transportation,Fuel
2025-04-16,Simulated expense for Transportation - Fuel,-20.15,USD,Transportation,Fuel
2025-04-10,Simulated expense for Transportation - Fuel,-19.04,USD,Transportation,Fuel
2025-04-27,Simulated expense for Transportation - Fuel,-25.3,USD,Transportation,Fuel
2025-04-20,Simulated expense for Transportation - Fuel,-28.11,USD,Transportation,Fuel
2025-04-10,Simulated expense for Transportation - Fuel,-16.67,USD,Transportation,Fuel
2025-04-20,Simulated expense for Transportation - Taxi,-17.84,USD,Transportation,Taxi
2025-04-09,Simulated expense for Transportation - Taxi,-17.83,USD,Transportation,Taxi
2025-04-06,Simulated expense for Transportation - Taxi,-17.23,USD,Transportation,Taxi
2025-04-29,Simulated expense for Transportation - Taxi,-16.13,USD,Transportation,Taxi
2025-04-21,Simulated expense for Transportation - Taxi,-15.68,USD,Transportation,Taxi
2025-04-08,Simulated expense for Transportation - Taxi,-10.75,USD,Transportation,Taxi
2025-04-11,Simulated expense for Transportation - Taxi,-12.7,USD,Transportation,Taxi
2025-04-08,Simulated expense for Transportation - Taxi,-17.95,USD,Transportation,Taxi
2025-04-28,Simulated expense for Transportation - Taxi,-12.92,USD,Transportation,Taxi
2025-04-02,Simulated expense for Transportation - Taxi,-11.01,USD,Transportation,Taxi
2025-04-04,Simulated expense for Transportation - Taxi,-10.1,USD,Transportation,Taxi
2025-04-20,Simulated expense for Transportation - Taxi,-18.05,USD,Transportation,Taxi
2025-04-11,Simulated expense for Transportation - Public Transportation,-7.79,USD,Transportation,Public Transportation
2025-04-26,Simulated expense for Transportation - Public Transportation,-36.1,USD,Transportation,Public Transportation
2025-04-02,Simulated expense for Transportation - Public Transportation,-15.27,USD,Transportation,Public Transportation
2025-04-29,Simulated expense for Transportation - Public Transportation,-37.05,USD,Transportation,Public Transportation
2025-04-08,Simulated expense for Transportation - Public Transportation,-44.59,USD,Transportation,Public Transportation
2025-04-26,Simulated expense for Transportation - Public Transportation,-48.54,USD,Transportation,Public Transportation
2025-04-07,Simulated expense for Transportation - Public Transportation,-11.34,USD,Transportation,Public Transportation
2025-04-16,Simulated expense for Transportation - Public Transportation,-18.9,USD,Transportation,Public Transportation
2025-04-07,Simulated expense for Transportation - Public Transportation,-18.04,USD,Transportation,Public Transportation
2025-04-13,Simulated expense for Transportation - Public Transportation,-24.32,USD,Transportation,Public Transportation
2025-04-10,Simulated expense for Healthcare - Medical Bills,-268.33,USD,Healthcare,Medical Bills
2025-04-03,Simulated expense for Healthcare - Health Insurance,-227.37,USD,Healthcare,Health Insurance
2025-04-15,Simulated expense for Retail Purchases - Clothes,-135.91,USD,Retail Purchases,Clothes
2025-04-15,Simulated expense for Retail Purchases - Clothes,-100.09,USD,Retail Purchases,Clothes
2025-04-15,Simulated expense for Retail Purchases - Clothes,-96.13,USD,Retail Purchases,Clothes
2025-04-05,Simulated expense for Personal Care - Fitness,-25.29,USD,Personal Care,Fitness
2025-04-20,Simulated expense for Leisure and Activities in Real Life - Movies,-12.85,USD,Leisure and Activities in Real Life,Movies
2025-04-08,Simulated expense for Leisure and Activities in Real Life - Concerts,-69.73,USD,Leisure and Activities in Real Life,Concerts
2025-04-04,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-17.93,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2025-04-07,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-8.49,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2025-04-19,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-11.7,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2025-04-09,Simulated expense for Online Subscriptions & Services - Cloud Server Payments,-53.7,USD,Online Subscriptions & Services,Cloud Server Payments
